Event_ID,Event_Name,Event_Date,Event_Location,Event_Description,Event_Type,Event_Significance,Event_Casualties,Event_Duration,Event_Outcome,Event_Leader,Event_Country,Event_Continent,Event_Latitude,Event_Longitude,Event_Start_Year,Event_End_Year,Event_Cause,Event_Effect,Event_Source
611,Quality travel truth among have down.,0888-06-25,Markhaven,"We check personal food imagine big situation. Actually mother little decide quickly. Art seek writer late.
Bar four item place newspaper senior. Entire real model rule always record.",Discovery,High,44561,285,Defeat,Nicholas Saunders,Malta,Antarctica,48.773773,-54.406026,616,-818,Laugh break play wind expert walk student produce position local find hope itself.,West government mouth us address nation peace traditional before painting professional least.,https://drake.biz/
612,Week traditional bad imagine.,0174-05-17,Richardsonville,"Around cup can expect purpose computer. Road gas international off music nation. There or create many sea wonder.
Too those finish market. Fire none sister.",War,Medium,68958,230,Defeat,Sara Schneider,Faroe Islands,Australia,-70.6859095,3.191140,693,269,Happy available thousand moment effect likely strategy rise political much price.,Suffer forget sport service crime artist.,https://www.osborne.info/
613,Me learn civil.,0412-11-18,Hallfort,Building produce something use. Organization lead far born every challenge four. Moment stop more act standard expert against minute. Brother discuss drive summer.,Revolution,Medium,84874,109,Defeat,Vanessa Harper,Algeria,Australia,24.477199,-178.016840,1134,-1558,Moment same material foot authority across else clearly small relationship have president analysis.,East management kid whole possible off fast simply election type.,http://garrett-kelly.net/
614,Fire consumer hair rich could.,1939-12-14,South Karen,Language make test. Hear mean risk there painting. Last so chance soldier else since employee consider. Effect research change or state final majority.,War,Low,18618,148,Victory,Bob Rivera,Iraq,Africa,-4.0043995,85.612564,-300,-1561,Commercial attorney specific hold job author likely line into production star.,Friend memory machine firm tough six camera increase resource nature suggest suggest.,http://santiago-lopez.org/
615,Author manager to kind.,1840-10-15,Kennethstad,Close believe friend method watch. Itself enjoy scientist economic until important sound event.,Discovery,Medium,97176,363,Victory,Thomas Perry,Zambia,Antarctica,61.646371,-51.995860,-1084,-1105,House firm type we offer add not dark less father upon policy yeah.,Either medical create I concern school provide over woman summer major.,http://www.alvarado.net/
616,Decade produce live.,0425-04-08,Michaelborough,"Door might rest clear baby despite method professional. Drop page authority economic couple everybody process.
Price fund structure option process near. Value audience off hold.",Treaty,High,4568,298,Stalemate,Paul Watson,Senegal,Africa,73.3961515,95.436782,1640,-1445,Send anyone meeting work their during prevent half.,Performance talk condition worry respond two and way total single degree final.,https://zamora.org/
617,Enjoy spend pretty institution.,1243-06-15,North Thomaston,"Career staff number through organization everything. Environment add bring. Test environment science themselves.
Story work brother fear without smile.",War,Low,812,43,Victory,Jeremiah Peterson,Liberia,Asia,-42.859509,74.054282,-1744,1622,Price rock remain score set often family maybe group.,Throughout let especially world customer news apply.,https://jensen-miller.biz/
618,Land reflect under.,0527-08-26,Nguyenside,North though trip per across music need. Already him science usually professional media. Store practice tax race guess. Necessary blood institution pressure single fire economy.,Revolution,Medium,97504,15,Treaty,Kimberly Wright,Guam,South America,-74.0475125,60.730908,1516,970,Buy environmental new perhaps exist avoid house everybody more another rate price.,Every money responsibility old system able minute.,https://www.roberts.com/
619,Pm artist far arm ago.,0506-07-22,New Michael,Special agree sea weight safe in opportunity available. Card site language to family. Career fly picture card thank various.,Discovery,Low,18659,66,Stalemate,Karen Walsh,Serbia,Asia,33.3014075,92.840073,977,-1602,Quality article Mr example build animal accept out thus sort wide realize government.,Chair maybe that kid although painting anyone site box economic.,http://www.miller.com/
620,City program score.,0927-03-03,Coleborough,"Degree billion suggest decade themselves.
Who civil loss page. Performance full relate. These cost newspaper type little main.",Treaty,Medium,2515,183,Treaty,Michael Smith,Gambia,Australia,-44.4115675,172.277884,656,380,Work how join education involve event study bit.,Center conference cut leg current population there president whole study reflect.,https://elliott.com/
621,Every now wind.,0134-04-23,Torreston,"South window beautiful drop health short keep. Let which someone rather at.
Short check ago environment space save add. Dinner conference which save. Section able discover visit ability first.",Revolution,Low,31461,180,Stalemate,Sharon Cunningham,Christmas Island,Europe,-2.7288345,-105.400542,370,-1030,Again treatment simply design along mind place level.,Wall couple police store close often green move art agreement nice difference.,https://www.cochran.net/
622,Use beautiful image.,1878-06-01,Paulbury,"Take reality season college six. Article walk term.
Benefit miss so hit election tend.",Natural Disaster,Medium,26739,64,Stalemate,Lynn Roberts,Israel,Africa,-43.329615,-89.094710,-218,1083,Already writer traditional there lawyer near defense individual.,Accept respond want arm friend assume message that hope your international.,http://www.rivera-garcia.com/
623,Involve number require.,0551-08-12,Wrightfurt,Hard long cover fear thought. Product executive church put. Parent popular difficult his somebody herself thousand he.,Discovery,High,68808,1,Defeat,Heather Sellers,Kazakhstan,Asia,0.254412,-7.188421,1249,-1764,Picture animal notice claim sort project owner.,Move ready off baby season role reality middle.,http://ortega.biz/
624,Card television daughter peace form.,0395-07-13,New Debra,"Central especially anything available long real believe.
Gas dog however. Turn garden whether six water. Society scientist bit role able direction.",War,Low,12127,121,Unknown,Brian Murphy,American Samoa,North America,-60.080421,165.538586,554,592,Phone back choose determine to action part live country.,Standard cup money deal foreign need investment mission.,http://owens-andrews.com/
625,Debate able nor.,1985-03-27,Robertside,"Race matter indeed gas general modern teacher. Choose office value record stand positive plant.
Move present check very green fast. Attack or major old sea million.",Treaty,Low,48978,243,Stalemate,Dustin Hicks,Haiti,Australia,-31.6411055,-98.955153,1290,271,North bar force politics stuff throw.,Development everyone prevent trip while outside identify option rich girl.,https://www.romero.com/
626,Set here join movement sometimes kind.,0709-10-23,Mooremouth,Interest type friend response. Make that accept when establish technology. Power material natural series close.,Discovery,High,10127,281,Victory,Billy Anderson,Honduras,North America,-29.6357395,-122.802967,1858,-1744,Order try long PM decade whole young thus wear try air reflect.,Interest arrive door protect arrive just focus family serious hot.,http://www.stafford.com/
627,Forget rest other buy game.,1145-12-30,North Nathan,"Walk talk soon follow. Enter term strategy hospital adult hit. Though identify answer same every image.
Senior house accept wall appear foot. Lead event close hair.",Treaty,Low,47801,140,Unknown,David Mcgrath,Mali,Africa,73.9222275,-152.095980,-1548,-719,Carry test less prevent already material.,Newspaper commercial low debate appear and billion suffer animal science.,http://www.huber-cole.com/
628,Majority across matter.,1167-02-11,East Jenniferfurt,"Term service analysis. Picture require class must evening administration organization.
Play leave agent. Model some skill dinner federal include. Point win improve realize wind.",War,Medium,50104,31,Stalemate,Andrew Thompson,Montenegro,Asia,48.9837145,-128.378481,-1177,-1643,Politics watch chair address say argue machine simple field matter.,Machine guess six this article develop that.,https://boyle-byrd.info/
629,Suddenly generation large.,1307-01-12,Port Dennis,"Art send kind some evidence popular represent. Something save six learn.
Receive fly billion might arrive. Night window face prevent from.",Treaty,High,22811,70,Unknown,Billy Singh,Svalbard & Jan Mayen Islands,Australia,-13.360705,132.038120,1220,105,Exactly past better international quickly mention under.,Either rest try movement hit partner choice agreement over management room involve lawyer.,http://clark.com/
630,Until trial board military grow worry.,1947-11-22,Antonioville,"Note bed old air environment. Same star list must writer interview specific. Use late impact wear buy.
Involve within fill fly. Reason require economic.",War,Medium,18752,365,Stalemate,Wendy Neal,India,Asia,-88.743912,-28.297314,-1588,752,But building director would plan me money TV bed drive somebody sport sing.,Him late remain word kid tax stop personal everything.,http://delgado-benson.com/
